edge_id,length_m,speed_kmh,lanes,capacity_veh_hr,freeflow_min,is_highway,betweenness,avg_degree,mid_lat,mid_lon
194,390.18556585820403,40.0,2,2000,0.585278348787306,0,0.0,1.0,34.0421583084832,-118.2107715673614
195,769.7428772220942,40.0,2,2000,1.1546143158331412,0,0.0,1.0,34.038962589832735,-118.20808337310578
196,794.0112594446812,40.0,2,2000,1.1910168891670219,0,0.0,1.0,34.038572121545485,-118.2162756746046
197,337.50694735246344,40.0,2,2000,0.5062604210286952,0,0.0,1.0,34.043056918082094,-118.21338090199733
198,260.080023902024,40.0,2,2000,0.390120035853036,0,0.0,1.0,34.04115803718268,-118.21299643666445
199,257.61869564094286,40.0,2,2000,0.3864280434614143,0,0.0,1.0,34.042263843429765,-118.21546499035351
200,258.48290687067515,40.0,2,2000,0.38772436030601276,0,0.0,1.0,34.0333328000848,-118.2163305530025
201,872.3069759071452,40.0,2,2000,1.308460463860718,0,0.0,1.0,34.032506798367294,-118.2115296220402
202,313.77016286511264,40.0,2,2000,0.4706552442976689,0,0.0,1.0,34.03501525232464,-118.21720029247174
203,781.0838287841874,40.0,2,2000,1.1716257431762809,0,0.0,1.0,34.03748523271898,-118.2137224876666
204,773.3374597541026,40.0,2,2000,1.160006189631154,0,0.0,1.0,34.04208270839401,-118.20608944496846
205,272.15073530470363,40.0,2,2000,0.4082261029570554,0,0.0,1.0,34.04420198948496,-118.2111184991547
206,388.08801454722834,40.0,2,2000,0.5821320218208424,0,0.0,1.0,34.045255401570394,-118.2087925537233
207,390.1855658582041,40.0,2,2000,0.5852783487873061,0,0.0,1.0,34.0421583084832,-118.2107715673614
208,393.4582976894637,40.0,2,2000,0.5901874465341954,0,0.0,1.0,34.0388837375105,-118.20339928479359
209,769.7428772220942,40.0,2,2000,1.1546143158331412,0,0.0,1.0,34.038962589832735,-118.20808337310578
210,105.66941452158987,40.0,2,2000,0.15850412178238482,0,0.0,1.0,34.0371004392682,-118.20390439238729
211,33.955217106235864,40.0,2,2000,0.050932825659353795,0,0.0,1.0,34.043133465177036,-118.21779441043638
212,28.901172646556994,40.0,2,2000,0.043351758969835494,0,0.0,1.0,34.04300471353956,-118.21767107078075
213,91.86368329130075,40.0,2,2000,0.1377955249369511,0,0.0,1.0,34.04298526853928,-118.21714596923438
214,33.955217106235864,40.0,2,2000,0.050932825659353795,0,0.0,1.0,34.043133465177036,-118.21779441043638
215,38.34297243803861,40.0,2,2000,0.05751445865705791,0,0.0,1.0,34.043026264489384,-118.21782354324644
216,46.40920884252991,40.0,2,2000,0.06961381326379486,0,0.0,1.0,34.04312235300471,-118.2182290352022
217,285.43861813297934,40.0,2,2000,0.428157927199469,0,0.0,1.0,34.041708403639454,-118.21835731526883
218,458.09294454347764,40.0,2,2000,0.6871394168152165,0,0.0,1.0,34.044705440070366,-118.21572982468565
219,91.86368329130076,40.0,2,2000,0.13779552493695113,0,0.0,1.0,34.04298526853928,-118.21714596923438
220,257.61869564094286,40.0,2,2000,0.3864280434614143,0,0.0,1.0,34.042263843429765,-118.21546499035351
221,522.5329200699915,40.0,2,2000,0.7837993801049873,0,0.0,1.0,34.06324863843269,-118.16493805861526
222,506.59213884921013,40.0,2,2000,0.7598882082738153,0,0.0,1.0,34.063487986473454,-118.16541391577012
223,387.0004024159139,40.0,2,2000,0.5805006036238709,0,0.0,1.0,34.05918660538396,-118.16550209755897
224,338.8725148322134,40.0,2,2000,0.5083087722483202,0,0.0,1.0,34.061922677906715,-118.16888659388543
225,684.6877494875392,40.0,2,2000,1.027031624231309,0,0.0,1.0,33.877603791870506,-118.13893838889365
226,862.0195386129521,40.0,2,2000,1.2930293079194282,0,0.0,1.0,33.87726736877483,-118.1399402090687
227,16.23734070698896,40.0,2,2000,0.024356011060483438,0,0.0,1.0,33.878007700033876,-118.14262330000255
228,44.6408477294336,40.0,2,2000,0.06696127159415041,0,0.0,1.0,33.87820655596757,-118.14254975878191
229,52.40176713296647,40.0,2,2000,0.0786026506994497,0,0.0,1.0,33.87724070035275,-118.14488135000897
230,51.36242921627731,40.0,2,2000,0.07704364382441596,0,0.0,1.0,34.059501350255495,-118.18538949963711
231,249.03665874544564,40.0,2,2000,0.37355498811816845,0,0.0,1.0,34.05861424392418,-118.18418691057005
232,67.7196065762138,40.0,2,2000,0.1015794098643207,0,0.0,1.0,34.05950741639834,-118.18481957982544
233,51.36242921627731,40.0,2,2000,0.07704364382441596,0,0.0,1.0,34.059501350255495,-118.18538949963711
234,699.8647646784976,40.0,2,2000,1.0497971470177465,0,0.0,1.0,34.06050805778064,-118.18922040823999
235,249.03665874544566,40.0,2,2000,0.3735549881181685,0,0.0,1.0,34.05861424392418,-118.18418691057005
236,54.602070783764546,40.0,2,2000,0.08190310617564682,0,0.0,1.0,34.05745086156537,-118.18356395673631
237,46.35536780356189,40.0,2,2000,0.06953305170534284,0,0.0,1.0,34.05748333950614,-118.18347806333563
238,108.5903248261273,40.0,2,2000,0.16288548723919097,0,0.0,1.0,34.059563055692074,-118.18505298707093
239,67.7196065762138,40.0,2,2000,0.1015794098643207,0,0.0,1.0,34.05950741639834,-118.18481957982544
240,517.3998285266024,40.0,2,2000,0.7760997427899036,0,0.0,1.0,34.0603248129761,-118.18180749079788
241,289.9513954966548,40.0,2,2000,0.43492709324498224,0,0.0,1.0,34.05844112079542,-118.21156678303657
242,756.7115283102313,40.0,2,2000,1.1350672924653469,0,0.0,1.0,34.05624798710779,-118.20654833548299
243,283.2562297761726,40.0,2,2000,0.4248843446642589,0,0.0,1.0,34.056702596250155,-118.21089530237653
244,381.81152833753606,40.0,2,2000,0.5727172925063041,0,0.0,1.0,34.059688142157476,-118.21427828063356
245,220.53134769833702,40.0,2,2000,0.3307970215475055,0,0.0,1.0,34.05984414813678,-118.2137006739465
246,289.9513954966548,40.0,2,2000,0.43492709324498224,0,0.0,1.0,34.05844112079542,-118.21156678303657
247,14.474704565955792,40.0,2,2000,0.021712056848933688,0,0.0,1.0,34.05463520002162,-118.20284849997321
248,37.89131226425542,40.0,2,2000,0.05683696839638313,0,0.0,1.0,34.054514352176675,-118.20299862717852
249,756.7115283102314,40.0,2,2000,1.1350672924653469,0,0.0,1.0,34.05624798710779,-118.20654833548299
