edge_id,length_m,speed_kmh,lanes,capacity_veh_hr,freeflow_min,is_highway,betweenness,avg_degree,svi_score,vulnerability,population,in_evac_zone,zone_tier,demand_V,vc_ratio,bpr_multiplier,pems_multiplier,congestion_multiplier,congested_time_min,label_source,pems_speed_event,pems_speed_baseline,pems_n_samples
41,101.49049513684001,40.0,2,2000,0.15223574270526002,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.1577185129583347,bpr,,,
42,116.81171658757174,40.0,2,2000,0.1752175748813576,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.18152803581716648,bpr,,,
43,387.363719462121,40.0,2,2000,0.5810455791931814,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6019719356497513,bpr,,,
44,53.51149498853847,40.0,2,2000,0.08026724248280771,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.08315806721004086,bpr,,,
45,421.2474388140101,40.0,2,2000,0.6318711582210151,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6546279978994431,bpr,,,
46,544.4111034015583,40.0,2,2000,0.8166166551023374,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.8460271038261228,bpr,,,
47,342.1772890341516,40.0,2,2000,0.5132659335512275,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5317512060791096,bpr,,,
48,391.0499573043721,40.0,2,2000,0.5865749359565582,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.607700432196218,bpr,,,
49,334.5309927253647,40.0,2,2000,0.501796489088047,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5198686895751288,bpr,,,
50,416.86960848219053,40.0,2,2000,0.6253044127232857,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6478247510634954,bpr,,,
51,627.1734719764734,40.0,2,2000,0.94076020796471,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.9746416867281532,bpr,,,
52,32.31582711315193,40.0,2,2000,0.0484737406697279,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.05021952243343494,bpr,,,
53,165.92467567278968,40.0,2,2000,0.2488870135091845,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.2578506792672759,bpr,,,
54,71.78303082585906,40.0,2,2000,0.10767454623878858,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.11155244500711078,bpr,,,
55,548.8896927936835,40.0,2,2000,0.8233345391905252,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.852986932508844,bpr,,,
56,446.9733017185764,40.0,2,2000,0.6704599525778646,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6946065676798696,bpr,,,
57,404.81294428947206,40.0,2,2000,0.6072194164342081,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6290884236354966,bpr,,,
58,690.6007783584294,40.0,2,2000,1.035901167537644,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.0732091479473225,bpr,,,
59,503.6467610683777,40.0,2,2000,0.7554701416025665,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.7826783986508736,bpr,,,
60,80.00369507926514,40.0,2,2000,0.1200055426188977,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.12432754222019267,bpr,,,
61,255.50978532858176,40.0,2,2000,0.38326467799287267,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.39706795531928835,bpr,,,
